This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 E/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  E/P is is earnings before extraordinary at the last fiscal year end of the prior calendar 
year divided by ME at the end of December of the prior year.  Firms with negative or zero
E/P are not included in any portfolio.
197509       22.75       26.15       17.18     1080.46      497.97      449.10
197510       21.78       25.02       16.66     1033.93      483.74      434.44
197511       21.91       25.66       17.07     1113.34      501.74      444.84
197512       22.15       26.17       17.64     1148.34      509.11      452.91
197601       21.74       25.79       17.44     1122.14      511.05      454.50
197602       25.47       30.04       21.27     1246.20      573.60      538.29
197603       27.40       32.06       23.35     1226.07      572.96      545.93
197604       27.84       32.31       23.64     1260.54      586.83      557.14
197605       27.51       32.12       23.18     1239.56      586.89      559.64
197606       26.88       31.42       22.49     1210.13      591.36      553.94
197607       26.98       33.93       23.14     1286.33      807.34      471.52
197608       26.73       34.03       23.15     1268.12      808.11      465.92
197609       25.77       33.48       22.79     1262.13      806.89      456.70
197610       26.41       34.43       23.38     1286.97      829.12      470.66
197611       25.35       33.85       22.82     1254.89      812.73      460.84
197612       26.20       34.75       23.49     1233.52      818.41      468.90
197701       28.38       37.82       25.51     1286.12      869.23      508.32
197702       28.48       38.47       26.22     1191.58      851.76      509.40
197703       27.93       38.00       26.23     1165.11      832.12      494.60
197704       27.85       38.08       26.31     1140.76      824.21      495.56
197705       27.80       38.47       26.78     1123.21      838.43      507.16
197706       27.67       38.18       26.88     1093.89      827.75      501.82
197707       31.70       39.06       24.40     1122.82      918.91      492.99
197708       31.41       39.36       24.41     1111.03      904.20      481.78
197709       31.73       39.06       23.99     1113.06      867.16      464.62
197710       31.99       39.47       24.37     1097.14      876.17      466.82
197711       30.94       38.55       23.84     1048.63      842.33      447.23
197712       33.47       40.89       25.72     1091.71      860.32      470.32
197801       34.23       41.12       25.97     1093.89      865.58      469.49
197802       32.93       39.78       25.37     1026.76      811.64      444.56
197803       33.46       40.42       25.74      988.37      804.66      440.46
197804       35.55       42.85       26.90     1006.15      829.97      457.66
197805       38.45       46.20       28.79     1123.09      883.42      486.25
197806       41.22       48.57       30.39     1142.04      880.88      496.65
197807       36.13       46.57       30.35     1064.48      931.33      659.52
197808       38.56       49.07       31.89     1142.60      970.38      700.50
197809       42.13       52.61       34.46     1178.84      999.17      722.03
197810       41.06       52.12       34.15     1150.52     1007.95      713.55
197811       31.33       42.68       27.71     1040.74      917.39      619.54
197812       34.06       44.60       28.88     1064.23      939.16      630.20
197901       34.85       44.60       29.01     1093.78      943.90      634.97
197902       37.58       47.99       31.37     1137.45      985.70      671.46
197903       36.31       46.62       30.34     1088.70      954.19      642.35
197904       40.32       50.24       32.91     1148.23     1005.77      690.51
197905       40.97       51.95       33.72     1148.93     1009.97      696.89
197906       39.57       51.13       33.33     1122.27      986.57      684.84
197907       39.37       44.71       35.63     1117.21     1063.15      763.91
197908       40.30       46.14       36.99     1118.31     1082.71      782.05
197909       43.98       49.35       39.63     1185.41     1136.67      822.11
197910       44.51       48.93       38.83     1168.74     1145.21      816.43
197911       40.03       43.98       34.37     1095.80     1074.91      736.30
197912       44.12       46.75       36.37     1161.39     1126.95      760.59
198001       47.46       49.05       38.11     1194.82     1144.80      779.51
198002       51.15       52.22       41.11     1255.67     1212.83      823.17
198003       51.23       50.52       39.55     1212.13     1238.56      779.71
198004       41.02       41.69       32.86     1095.12     1097.42      702.59
198005       43.56       44.15       34.33     1136.23     1162.76      727.71
198006       46.95       47.21       37.24     1193.95     1215.07      771.55
198007       42.36       47.00       41.57     1074.69     1211.07     1146.46
198008       48.06       51.24       44.85     1184.25     1267.57     1193.30
198009       52.08       53.38       46.29     1204.70     1272.97     1210.72
198010       54.48       54.75       47.21     1253.24     1305.78     1232.77
198011       57.43       55.85       48.54     1280.47     1324.91     1256.06
198012       64.06       58.37       50.20     1430.68     1450.60     1397.13
198101       60.30       57.23       49.67     1399.96     1406.73     1324.69
198102       57.77       57.84       50.04     1308.57     1354.07     1272.30
198103       57.73       58.15       50.41     1334.24     1371.95     1273.89
198104       62.18       62.79       53.73     1389.99     1426.90     1311.88
198105       63.61       64.67       55.85     1365.02     1393.05     1316.61
198106       66.52       66.06       55.87     1377.21     1390.33     1304.49
198107       57.98       65.99       58.70     1297.15     1311.05     1497.72
198108       56.34       64.56       57.57     1311.87     1312.21     1488.82
198109       50.60       60.40       54.80     1214.55     1218.99     1420.86
198110       44.93       56.31       52.15     1133.57     1124.62     1370.49
198111       49.67       60.13       54.86     1227.46     1194.14     1419.15
198112       50.10       62.65       57.78     1271.40     1239.48     1472.29
198201       48.82       61.70       56.98     1229.38     1207.90     1424.63
198202       46.09       59.74       55.63     1199.63     1170.69     1408.13
198203       42.30       57.22       54.83     1093.52     1103.35     1360.93
198204       41.18       56.99       54.95     1060.54     1097.56     1357.54
198205       43.79       60.41       57.37     1129.40     1141.91     1380.01
198206       42.16       58.79       55.80     1081.74     1099.02     1338.50
198207       41.10       52.06       47.77     1115.12     1234.95     1139.71
198208       40.17       51.78       46.97     1116.65     1206.10     1089.95
198209       43.33       55.75       50.93     1246.20     1341.30     1216.75
198210       44.43       57.88       53.98     1270.01     1354.03     1229.91
198211       51.74       64.87       60.18     1436.49     1505.81     1335.75
198212       56.56       69.91       64.95     1530.15     1552.28     1348.55
198301       57.42       71.00       64.40     1556.98     1554.83     1371.86
198302       63.01       74.43       67.30     1599.72     1621.45     1416.98
198303       66.40       78.54       71.08     1642.83     1649.00     1451.43
198304       68.32       83.40       75.02     1687.76     1695.61     1505.94
198305       73.56       89.34       81.00     1792.82     1822.46     1615.89
198306       80.25       94.18       83.93     1790.15     1806.97     1603.83
198307       84.45       91.00       90.19     1478.89     2035.45     2099.88
198308       79.96       89.26       92.22     1402.98     1964.40     2059.31
198309       75.97       85.92       92.12     1377.83     1969.30     2121.67
198310       76.85       87.83       95.43     1402.76     2015.02     2127.86
198311       70.56       83.74       92.91     1332.20     1996.94     2106.37
198312       74.90       87.31       96.28     1377.94     2030.38     2126.77
198401       72.88       86.87       95.42     1360.18     2016.40     2099.60
198402       69.22       85.66       95.68     1278.48     1961.68     2160.33
198403       63.93       80.90       92.36     1202.11     1865.77     2122.79
198404       63.83       81.45       94.16     1214.68     1907.86     2101.42
198405       62.98       82.69       94.07     1223.68     1910.69     2132.11
198406       59.12       77.89       89.48     1140.73     1820.06     1961.72
198407       61.81       79.41       84.24     1076.66     1924.92     1811.90
198408       58.20       76.80       83.63     1057.15     1905.45     1766.81
198409       66.12       84.63       90.81     1188.40     2113.34     1941.81
198410       64.04       85.25       93.99     1111.19     2099.72     2001.50
198411       61.95       84.32       96.70     1100.52     2106.84     2021.81
198412       59.45       82.52       98.02     1067.29     2077.82     2017.41
198501       60.59       84.16       99.86     1092.93     2131.06     2062.10
198502       69.19       93.47      108.08     1212.56     2318.25     2177.52
198503       70.55       96.74      110.16     1205.10     2356.68     2218.16
198504       67.57       95.75      112.11     1164.68     2346.85     2249.87
198505       65.41       94.33      114.94     1141.74     2318.47     2279.05
198506       67.70       99.22      119.68     1215.91     2472.21     2301.61
198507       71.60       89.72       86.34     1586.16     2302.83     2157.72
198508       73.81       92.12       87.04     1569.34     2326.55     2101.10
198509       72.57       91.39       87.68     1546.31     2288.24     2108.03
198510       67.06       87.23       84.52     1472.49     2220.36     2014.93
198511       69.10       89.49       88.51     1539.08     2305.91     2124.30
198512       74.76       94.64       93.64     1675.55     2475.59     2220.52
198601       78.09       98.27       97.79     1741.41     2606.99     2312.71
198602       79.49      100.06      100.36     1756.50     2608.01     2345.42
198603       84.20      106.66      109.52     1916.21     2775.36     2523.96
198604       87.46      112.09      115.17     2018.82     2943.92     2663.29
198605       89.82      113.34      116.48     2012.23     2947.91     2576.90
198606       92.42      118.38      120.58     2146.67     3079.04     2698.30
198607       93.94      115.36       96.18     2128.52     2972.71     2604.20
198608       84.13      105.14       91.59     1994.63     2763.94     2548.07
198609       86.59      108.47       94.05     2127.86     2924.00     2750.98
198610       80.29      101.41       88.49     1916.51     2689.86     2515.20
198611       83.66      104.37       91.22     2071.64     2835.07     2611.77
198612       83.92      104.74       90.27     2131.89     2888.15     2652.63
198701       81.16      102.47       86.70     2087.88     2796.50     2577.28
198702       91.54      113.23       94.38     2418.04     3133.78     2889.11
198703       99.49      120.45       99.83     2607.98     3308.63     2876.85
198704      100.36      122.21      102.04     2662.31     3413.20     2894.49
198705       96.86      117.48       97.43     2627.22     3367.28     2827.30
198706       97.03      117.38       95.35     2658.59     3393.71     2805.71
198707       92.90      120.56      105.10     3122.04     3440.74     2851.78
198708       94.41      125.45      107.85     3288.79     3611.84     2907.08
198709       96.74      129.75      112.73     3436.92     3750.10     3035.15
198710       94.57      126.16      110.71     3371.88     3664.99     2941.13
198711       64.55       90.01       83.02     2586.92     2889.33     2415.62
198712       60.74       84.79       80.69     2347.76     2645.41     2238.04
198801       65.48       91.58       84.40     2550.41     2851.71     2318.29
198802       67.07       95.24       88.28     2583.76     2969.22     2525.32
198803       72.17      102.85       93.89     2716.69     3111.05     2602.59
198804       74.88      106.97       94.34     2637.71     3023.12     2520.17
198805       76.00      108.38       95.45     2627.00     3059.55     2536.86
198806       72.99      106.74       93.52     2631.11     3065.91     2589.22
198807       87.15      102.83       84.37     2644.65     3424.70     2112.45
198808       84.91      101.76       84.89     2606.57     3398.38     2085.37
198809       81.99       98.28       83.26     2530.19     3283.52     2031.22
198810       84.50      101.18       85.43     2646.60     3415.95     2106.33
198811       82.78      101.05       85.75     2688.17     3513.73     2144.16
198812       80.14       98.61       82.59     2603.28     3428.32     2100.50
198901       84.09      101.26       84.44     2647.73     3511.30     2110.10
198902       87.81      104.83       88.43     2831.40     3747.53     2233.80
198903       88.33      105.42       88.41     2755.17     3659.57     2187.06
198904       90.72      107.80       89.76     2819.04     3729.33     2227.30
198905       95.67      111.93       94.29     3017.66     3832.42     2300.23
198906      100.21      115.02       98.48     3179.34     3939.61     2396.71
198907       90.07      121.75      101.48     2701.87     4016.26     2529.95
198908       94.25      126.48      105.15     2975.79     4365.22     2702.61
198909       95.81      130.27      109.67     3005.48     4412.66     2800.66
198910       96.90      129.71      111.23     2977.52     4374.68     2785.81
198911       91.32      123.77      103.91     2896.44     4294.11     2664.26
198912       92.09      123.61      103.04     2974.14     4405.05     2652.11
199001       92.34      123.51      100.19     3024.87     4516.28     2662.28
199002       84.02      113.72       91.35     2803.55     4214.06     2466.76
199003       85.80      117.01       92.72     2833.00     4230.77     2528.09
199004       90.09      121.32       95.20     2921.44     4345.82     2532.84
199005       87.55      117.65       91.34     2877.79     4243.54     2406.29
199006       94.61      124.57       96.59     3207.29     4612.83     2576.61
199007       91.25      120.72       96.39     4183.83     3491.17     2764.01
199008       87.59      117.24       91.36     4190.25     3481.72     2718.26
199009       75.53      101.84       80.03     3857.70     3142.44     2429.43
199010       68.21       93.54       72.05     3663.05     3033.82     2238.36
199011       63.61       89.52       66.69     3689.89     3007.99     2184.25
199012       69.17       94.77       71.03     3915.82     3201.48     2339.69
199101       71.64       98.77       74.30     3982.38     3305.65     2414.42
199102       78.35      106.21       80.43     4121.86     3464.68     2569.09
199103       86.67      116.57       89.80     4409.88     3677.04     2744.75
199104       93.21      122.74       94.30     4553.48     3740.96     2795.60
199105       92.84      123.33       96.72     4543.21     3731.68     2819.03
199106       96.73      129.32       99.69     4689.72     3872.27     2949.41
199107       92.25      125.48       84.38     3992.33     4237.69     1966.35
199108       96.09      129.50       87.51     4252.86     4373.57     2070.65
199109      100.06      133.27       90.62     4370.58     4449.42     2130.26
199110      100.88      132.85       90.78     4242.17     4408.48     2128.31
199111      103.00      134.99       91.61     4309.72     4447.05     2179.96
199112       98.08      130.22       88.02     4243.39     4227.60     2057.71
199201      106.97      140.79       94.59     4820.22     4633.21     2278.10
199202      113.33      149.78      103.87     4696.79     4545.37     2298.50
199203      114.70      153.87      108.57     4689.64     4573.96     2364.33
199204      108.93      150.53      107.92     4536.40     4507.00     2320.09
199205      105.61      145.54      105.70     4539.90     4683.61     2365.22
199206      106.38      146.18      106.94     4575.15     4679.48     2389.08
199207      104.54      136.08       96.59     4263.89     4363.84     2663.85
199208      108.23      140.58      100.13     4444.56     4565.16     2779.12
199209      104.98      137.51       98.84     4420.78     4481.48     2701.55
199210      107.11      139.38      100.64     4452.33     4538.69     2786.11
199211      113.03      143.26      102.79     4569.07     4543.49     2808.37
199212      123.69      153.17      108.84     4733.32     4663.67     2910.40
199301      128.08      159.02      113.05     4743.81     4731.04     3029.87
199302      130.49      165.43      118.90     4730.75     4706.77     3092.05
199303      124.39      162.38      119.06     4689.65     4757.95     3174.85
199304      128.22      165.90      122.51     4763.04     4867.94     3259.17
199305      123.80      160.18      119.15     4551.25     4745.94     3170.63
199306      131.75      166.98      120.10     4726.63     4842.20     3199.88
199307      134.12      168.09      111.87     3761.82     5131.46     3426.33
199308      134.77      169.15      114.24     3719.93     5071.35     3460.96
199309      140.97      175.55      118.29     3859.72     5229.44     3569.03
199310      146.08      178.63      121.57     3856.50     5216.01     3591.25
199311      150.48      181.32      123.77     3926.87     5304.09     3517.60
199312      145.75      176.20      120.38     3899.05     5223.09     3388.87
199401      150.86      185.01      123.34     3945.25     5318.84     3436.29
199402      154.81      189.26      126.33     4052.27     5466.58     3511.30
199403      154.79      191.12      125.55     4014.60     5294.51     3375.39
199404      145.56      182.46      119.83     3835.96     5053.03     3244.28
199405      146.12      184.32      120.67     3860.14     5113.74     3283.67
199406      142.18      181.10      119.52     3892.92     5179.62     3308.01
199407      127.01      142.21      109.75     3692.67     4700.04     3430.27
199408      129.24      144.60      111.48     3826.79     4864.69     3523.56
199409      139.29      151.33      115.73     4016.31     5031.99     3638.59
199410      140.24      150.58      114.82     3963.11     4952.12     3447.62
199411      142.47      150.61      112.57     4056.56     5035.64     3511.64
199412      137.84      145.55      108.61     3899.16     4883.92     3358.75
199501      140.14      147.02      108.56     3938.69     4982.35     3364.73
199502      137.54      147.55      108.70     4021.02     5113.60     3489.37
199503      143.78      152.67      112.99     4146.99     5317.35     3666.48
199504      148.61      155.06      113.91     4293.06     5447.44     3722.48
199505      151.47      158.80      116.55     4373.36     5608.43     3868.02
199506      152.69      159.69      119.83     4482.92     5824.38     4093.07
199507      144.71      148.19      115.28     3933.92     5720.05     4130.29
199508      155.09      156.27      121.43     4108.94     5931.65     4261.42
199509      157.77      158.99      126.03     4110.75     5932.75     4421.91
199510      159.86      162.09      127.79     4226.53     6190.90     4636.03
199511      150.52      156.04      123.18     4193.94     6223.59     4527.89
199512      156.46      160.66      127.61     4370.03     6490.73     4744.66
199601      159.42      164.98      128.94     4374.97     6660.59     4846.01
199602      157.93      163.36      129.29     4427.22     6895.81     5026.13
199603      165.36      167.04      132.26     4547.62     6975.70     5092.56
199604      170.40      172.15      135.65     4611.20     7003.32     5069.12
199605      186.23      178.20      139.90     4753.68     7092.06     5090.78
199606      196.50      185.73      145.43     4856.85     7255.62     5188.60
199607      186.14      183.11      130.43     5825.88     6099.09     4619.27
199608      165.79      172.76      122.59     5487.34     5823.98     4489.21
199609      176.06      180.92      129.69     5664.01     5941.90     4649.98
199610      184.80      186.20      133.39     6004.84     6251.75     4849.68
199611      178.60      186.15      134.30     6014.50     6419.78     5074.50
199612      182.81      192.97      142.00     6395.52     6913.85     5515.07
199701      184.94      197.18      146.32     6286.90     6818.33     5417.00
199702      190.55      201.24      151.02     6687.46     7205.17     5750.71
199703      178.50      201.91      152.31     6621.15     7272.50     5887.14
199704      167.23      194.91      147.67     6253.73     7009.92     5576.95
199705      164.04      197.44      146.14     6670.54     7376.78     5865.71
199706      186.88      216.16      159.13     7176.26     7817.85     6149.40
199707      199.36      204.86      155.00     6961.08     7526.56     5977.98
199708      208.58      214.66      164.58     7470.56     8126.53     6525.47
199709      214.84      222.80      168.54     7030.59     7807.26     6299.84
199710      230.29      239.29      182.62     7402.40     8230.10     6786.60
199711      218.62      230.22      177.21     7147.83     7937.72     6623.68
199712      212.93      229.41      178.03     7462.63     8324.52     6834.09
199801      210.37      232.80      182.88     7516.17     8509.94     7140.25
199802      206.51      229.82      180.42     7673.16     8598.33     7007.12
199803      224.05      244.70      193.86     8325.23     9189.10     7583.46
199804      233.56      255.99      201.38     8806.29     9549.82     8086.91
199805      237.57      258.77      206.24     8982.82     9674.28     8128.31
199806      220.89      248.51      200.85     8749.66     9520.47     8187.40
199807      233.26      248.75      177.05    11830.74     8134.03     6370.30
199808      213.56      231.34      165.12    11652.28     8179.18     6169.15
199809      165.20      191.48      137.60    10021.25     6991.51     5081.49
199810      179.36      196.38      140.47    10703.52     7347.72     5190.86
199811      186.84      203.32      146.01    11451.65     7959.33     5510.28
199812      200.70      213.73      152.12    12215.19     8420.58     5814.67
199901      211.84      222.38      156.90    13275.80     8889.23     5577.48
199902      217.74      217.84      158.07    13931.83     8972.40     5688.18
199903      197.94      203.13      145.21    13481.00     8604.62     5624.99
199904      198.56      199.17      140.47    14179.20     8688.06     5903.47
199905      219.12      216.29      153.99    14351.83     9355.46     6388.97
199906      221.27      221.47      159.86    13907.41     9306.36     6288.51
199907      214.39      227.69      145.98    17273.90     6979.25     3859.86
199908      212.80      224.95      145.03    16852.23     6736.55     3658.07
199909      205.66      215.94      140.15    16908.86     6480.79     3525.20
199910      207.02      211.78      134.72    16570.57     6076.18     3374.83
199911      200.84      206.56      131.02    17798.54     6557.32     3642.80
199912      223.45      213.44      135.14    18412.73     6349.57     3597.19
200001      256.41      219.54      141.73    20039.23     6354.12     3748.71
200002      255.55      212.69      134.65    19095.67     6105.77     3424.04
200003      303.00      224.71      139.69    19264.70     5650.52     3200.30
200004      278.28      226.61      142.54    21111.48     6263.44     3715.06
200005      248.44      222.16      140.42    20236.48     6189.83     3775.90
200006      227.01      211.79      137.32    19526.51     6222.93     3726.94
200007      234.31      193.02      138.94    19873.72     5943.00     4593.29
200008      224.07      198.17      142.39    19303.99     6287.05     4815.45
200009      242.13      208.32      150.43    20684.62     6916.43     5301.13
200010      232.63      208.62      149.26    19514.32     6910.08     5556.57
200011      223.41      205.64      148.85    19226.29     6998.91     5521.81
200012      196.36      202.68      146.83    17389.30     6709.96     5395.48
200101      211.06      217.32      160.49    16998.53     7174.39     5989.82
200102      231.79      227.04      168.76    17641.92     7230.66     6123.16
200103      214.39      226.08      169.55    15844.64     6979.44     6182.76
200104      204.21      223.91      166.39    14692.60     6785.03     6102.91
200105      224.30      234.94      176.62    15996.47     7145.22     6385.89
200106      236.61      245.15      184.70    16084.61     7402.02     6515.17
200107      320.78      291.90      173.45    16241.12    10598.54     6651.58
200108      306.95      281.46      173.03    16151.12    10546.72     6671.48
200109      289.65      279.43      172.18    14996.22    10064.43     6274.53
200110      247.00      248.82      149.33    13738.66     9342.93     5504.69
200111      268.70      258.39      156.84    14270.82     9404.21     5610.78
200112      288.63      274.69      169.76    15409.64    10027.88     6135.66
200201      312.51      292.13      180.72    15461.61    10358.70     6315.99
200202      307.81      297.54      184.03    15319.66    10308.26     6253.62
200203      291.19      299.47      185.98    15015.79    10104.74     6183.35
200204      319.42      323.59      203.02    15423.45    10589.46     6667.42
200205      317.73      337.45      215.22    14474.94     9984.55     6649.71
200206      305.01      326.27      208.99    14214.50     9972.33     6722.93
200207      333.86      331.85      203.66    15860.48     9861.30     6542.02
200208      280.74      294.84      177.08    14768.38     9137.59     6153.13
200209      282.12      297.30      179.09    14768.44     9203.79     6193.44
200210      261.77      284.68      167.94    13299.81     8237.87     5433.86
200211      276.24      289.86      170.42    14549.01     8836.33     5643.35
200212      303.07      304.72      177.61    15294.47     9185.85     5745.13
200301      285.70      298.33      174.37    14231.67     8848.24     5740.53
200302      279.35      289.83      171.01    13829.58     8608.62     5564.95
200303      265.67      282.98      169.08    13678.36     8321.29     5473.94
200304      268.99      284.70      170.94    13852.98     8385.51     5414.38
200305      295.77      306.85      186.62    14922.82     9031.92     5779.81
200306      328.02      328.13      200.93    15573.93     9468.82     6322.15
200307      315.93      333.51      200.15    15290.97     9946.68     8043.87
200308      336.50      351.19      209.59    15881.87    10063.09     8034.10
200309      355.21      363.71      216.50    16368.69    10115.43     8141.74
200310      342.58      359.09      216.93    16032.94    10091.67     8154.38
200311      372.60      389.45      235.79    16937.13    10603.05     8763.75
200312      387.15      404.44      245.09    17031.47    10741.94     8933.79
200401      395.93      413.71      254.09    17789.35    11246.13     9323.23
200402      408.97      422.96      263.80    17970.73    11525.48     9424.15
200403      409.64      432.51      271.46    18258.95    11757.75     9596.30
200404      413.47      441.11      275.96    17984.75    11495.67     9471.60
200405      399.21      433.06      266.06    18017.04    11242.37     9209.71
200406      406.20      437.39      266.88    18265.81    11318.69     9223.28
200407      423.96      420.37      352.16    15489.01    12412.24    13583.17
200408      390.61      405.64      338.83    14689.20    12094.40    13451.13
200409      383.13      407.03      340.49    14499.25    12227.46    13739.69
200410      403.62      423.42      357.24    14608.87    12270.13    13998.71
200411      413.85      433.05      362.74    14869.34    12344.57    14209.04
200412      449.44      469.34      394.06    15339.15    12847.39    14848.02
200501      465.74      480.30      407.91    15851.72    13331.03    15275.42
200502      449.94      467.29      400.50    15196.27    13170.97    15157.05
200503      460.00      475.85      412.14    15397.41    13310.58    15948.45
200504      451.21      463.37      407.20    15202.05    13200.43    15462.64
200505      419.67      441.70      387.90    14931.12    12879.26    15222.63
200506      446.54      470.01      412.06    15694.48    13147.81    15745.73
200507      452.26      483.12      410.61    12701.88    14752.36    15760.08
200508      486.18      509.52      435.86    13476.83    15289.25    16131.58
200509      479.54      500.20      425.41    13294.58    15097.47    16074.79
200510      484.19      496.05      432.16    13167.08    15158.63    16494.55
200511      465.91      490.42      415.01    13128.31    14939.26    16050.79
200512      488.93      504.55      431.39    13730.58    15530.39    16545.95
200601      488.83      504.28      429.27    13732.65    15528.06    16532.85
200602      529.50      542.46      463.23    14239.35    15680.18    17291.20
200603      524.90      542.33      455.11    14279.26    15867.38    17241.81
200604      555.29      567.70      476.07    14493.36    16022.18    17517.11
200605      554.78      570.32      487.49    14434.02    16149.81    18082.57
200606      520.39      546.90      464.05    14011.90    15901.57    17535.79
200607      528.52      565.88      467.27    11931.22    18192.23    18212.52
200608      504.63      556.27      454.68    11642.26    18302.41    18614.87
200609      521.47      566.99      464.71    12047.29    18840.55    18588.93
200610      524.21      576.35      470.83    12287.96    19531.49    18867.67
200611      551.87      605.82      493.71    12753.38    20194.39    19694.29
200612      567.89      618.09      509.09    12997.79    20451.04    20293.46
200701      569.59      620.68      513.44    13068.15    20518.71    20715.51
200702      578.73      629.46      518.02    13494.80    20836.40    20840.44
200703      583.11      625.57      513.56    13237.40    20503.93    20273.42
200704      593.44      629.35      520.39    13362.89    20714.85    20633.67
200705      605.34      636.02      528.72    13921.11    21826.81    21405.99
200706      634.19      656.84      542.79    14409.90    22483.81    22251.90
200707      603.09      684.44      548.03    15980.72    20038.14    20689.56
200708      573.47      638.11      503.29    15851.76    19523.02    19701.02
200709      584.25      653.48      497.41    16116.14    19899.38    19821.80
200710      595.42      654.29      494.35    17107.19    20578.39    20445.34
200711      608.20      662.41      497.64    18073.74    21019.67    20498.17
200712      562.79      622.10      463.41    17319.88    20594.23    19229.56
200801      562.24      611.41      458.08    17174.81    20380.88    19172.77
200802      512.84      578.60      442.11    15563.70    19339.22    18412.34
200803      493.43      553.58      441.84    15046.67    18780.51    17814.65
200804      491.86      563.54      436.64    15129.51    18686.78    17422.82
200805      511.67      578.27      452.70    15778.67    19155.68    18753.56
200806      540.50      596.10      480.97    16313.90    19536.79    18662.83
200807      443.17      466.41      389.82    14997.64    16416.88    16468.92
200808      450.59      488.08      407.25    14878.99    16443.74    16099.72
200809      474.68      508.58      428.49    15141.58    16762.61    16357.36
200810      425.89      477.47      404.40    13418.80    15301.08    15459.21
200811      340.08      395.29      323.03    11299.88    12788.71    12631.84
200812      299.78      358.91      280.79    10357.14    11935.71    11786.09
200901      316.38      370.96      300.80    10483.38    12126.06    11958.83
200902      288.98      323.22      254.65     9874.34    11233.49    10434.80
200903      262.96      288.55      217.77     8889.67     9968.98     8977.12
200904      287.58      314.79      243.05     9672.28    10706.87     9789.16
200905      334.46      362.57      292.38    10374.35    11710.81    10942.73
200906      344.77      365.14      301.31    10930.78    12095.72    11723.62
200907      372.19      355.72      295.08    12365.16    14354.21     7286.02
200908      397.54      391.01      329.98    13149.31    15407.29     7961.01
200909      399.89      403.05      348.59    13542.78    15747.20     8237.44
200910      415.68      424.96      371.97    14025.93    16122.31     8760.48
200911      395.16      403.00      350.50    13717.00    15802.28     8612.60
200912      402.43      413.33      361.91    14458.53    16732.52     9115.04
201001      430.45      442.48      391.03    14785.86    17062.44     9479.22
201002      415.97      427.33      381.26    14272.85    16481.09     9091.45
201003      428.85      447.50      401.93    14753.17    16933.22     9541.08
201004      459.64      480.90      432.60    15676.27    17762.96    10257.13
201005      480.11      505.03      462.16    15670.70    18027.91    10542.62
201006      451.04      469.46      423.92    14619.51    16535.80     9517.09
201007      473.20      472.10      370.41    10504.36    16323.29    13094.07
201008      500.95      500.69      393.98    11355.01    17307.34    14017.56
201009      461.79      465.70      362.91    10664.89    16640.26    13532.02
201010      519.30      519.52      401.00    12044.49    17978.49    14554.52
201011      539.09      536.95      422.27    12676.88    18433.92    15363.23
201012      558.38      557.57      434.23    12842.62    18327.39    15225.61
201101      599.87      589.90      462.23    13678.58    19452.66    16145.02
201102      598.44      584.23      465.12    14004.02    19851.21    16467.02
201103      624.71      617.35      486.20    14539.54    20584.16    16882.94
201104      645.72      640.22      499.53    14570.62    20540.56    17102.71
201105      659.65      659.26      506.22    15163.09    21152.50    17574.80
201106      644.54      658.26      495.55    15018.28    21035.16    17535.06
201107      624.34      669.89      446.50    10533.02    16920.17    24658.35
201108      598.35      644.07      432.12    10240.73    16616.07    24136.46
201109      544.50      595.82      395.42     9556.66    15831.54    22911.46
201110      485.43      539.23      350.62     8740.23    14752.00    21507.90
201111      558.61      623.28      398.31     9844.51    16405.33    23824.14
201112      555.44      626.24      394.34     9777.26    16527.89    23613.06
201201      551.97      633.31      399.29     9472.75    16749.89    24111.92
201202      589.95      668.73      424.77    10162.43    17467.94    25127.79
201203      604.40      682.93      439.41    10580.66    18276.52    26311.73
201204      619.33      697.15      450.58    10859.80    18825.11    27075.70
201205      615.65      684.92      438.47    10785.59    18792.76    26762.74
201206      574.10      652.81      415.47     9878.27    17783.02    25146.31
201207      553.80      624.25      403.58     9957.01    20686.82    18872.83
201208      544.67      619.90      398.85     9919.79    21191.56    18836.25
201209      568.24      635.44      414.82    10226.23    21540.25    19368.93
201210      586.10      659.19      425.76    10557.92    22004.68    19820.91
201211      572.20      655.41      420.38    10236.94    21562.21    19780.38
201212      571.18      655.73      427.57    10493.41    21799.40    19379.34
201301      587.04      673.43      442.48    10667.51    21650.15    19894.80
201302      616.99      708.73      474.82    11286.25    22650.01    21136.82
201303      627.09      713.32      479.04    11360.11    22999.37    21372.12
201304      656.65      745.33      497.72    11832.61    23832.11    22176.54
201305      649.88      738.77      495.11    11950.22    24172.83    22812.86
201306      683.69      771.89      524.31    12104.24    24485.78    23885.68
201307      707.10      789.87      506.52    14620.61    22421.29    21225.67
201308      754.40      843.24      543.82    15470.40    23405.70    22522.26
201309      738.84      814.77      527.50    15185.19    22639.16    21938.20
201310      786.12      860.62      560.04    15952.80    23302.54    22387.69
201311      805.30      897.47      585.43    16550.57    24433.77    23199.88
201312      837.54      936.92      614.07    16845.67    25206.75    24120.17
201401      849.03      953.78      624.22    17429.93    25708.03    24942.26
201402      818.99      919.28      591.33    17094.38    24888.15    23530.72
201403      846.75      961.44      619.50    17889.31    25951.79    24529.42
