This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 E/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  E/P is is earnings before extraordinary at the last fiscal year end of the prior calendar 
year divided by ME at the end of December of the prior year.  Firms with negative or zero
E/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
197501    594    782   1023    395    328    102
197502    592    782   1021    394    328    102
197503    591    782   1020    394    328    102
197504    591    782   1016    394    328    102
197505    591    781   1015    394    327    102
197506    588    775   1009    394    326    102
197507    636    917   1066    363    309    130
197508    632    917   1065    363    308    130
197509    630    917   1063    363    308    130
197510    627    916   1061    363    308    130
197511    625    915   1059    363    308    130
197512    621    910   1055    363    308    130
197601    619    905   1052    363    308    130
197602    617    905   1049    362    307    130
197603    612    903   1046    362    307    130
197604    609    902   1041    362    307    130
197605    607    902   1037    361    306    130
197606    607    899   1034    361    305    130
197607    601    791   1120    303    332    154
197608    599    785   1116    303    332    154
197609    598    783   1112    303    332    154
197610    597    782   1110    303    332    154
197611    595    782   1106    303    332    154
197612    594    779   1101    302    332    154
197701    589    776   1097    302    332    154
197702    589    773   1095    302    330    153
197703    589    771   1091    302    329    153
197704    588    771   1088    302    329    153
197705    586    764   1082    302    329    153
197706    586    761   1081    302    328    153
197707    702    750   1252    302    359    138
197708    701    745   1247    301    359    137
197709    699    740   1242    301    358    137
197710    699    734   1237    301    357    137
197711    698    733   1234    300    357    137
197712    693    730   1230    298    357    136
197801    690    719   1223    298    356    136
197802    690    716   1216    298    356    136
197803    688    715   1210    298    356    136
197804    686    714   1199    298    355    136
197805    680    707   1196    297    353    135
197806    676    699   1185    296    353    135
197807    908    737   1058    280    332    169
197808    899    733   1054    278    330    169
197809    893    729   1051    277    330    169
197810    889    728   1047    276    329    169
197811    888    723   1043    275    328    168
197812    884    720   1040    275    328    168
197901    876    713   1034    275    326    167
197902    872    710   1031    273    325    166
197903    869    707   1029    272    325    166
197904    863    702   1022    272    324    166
197905    859    699   1021    271    324    165
197906    848    696   1015    270    323    165
197907   1022    818    898    257    348    164
197908   1020    811    892    257    347    164
197909   1012    808    890    257    345    163
197910   1010    807    887    257    345    163
197911   1003    803    883    255    345    163
197912   1000    799    877    255    343    163
198001    994    790    871    254    340    161
198002    988    790    867    254    338    161
198003    985    786    863    254    338    160
198004    980    781    857    254    338    160
198005    973    778    852    253    337    160
198006    970    774    850    253    336    160
198007   1036    758    853    277    319    180
198008   1027    755    851    277    318    180
198009   1017    748    849    277    317    179
198010   1014    745    848    277    316    178
198011   1012    740    844    275    316    176
198012   1010    734    841    275    314    176
198101   1005    731    836    274    314    176
198102    999    727    830    274    313    176
198103    994    725    824    273    313    176
198104    988    724    823    269    312    176
198105    985    723    822    268    311    175
198106    980    718    816    268    309    175
198107   1078    760    766    272    306    192
198108   1075    757    762    270    304    192
198109   1073    754    758    270    302    192
198110   1071    747    755    269    301    192
198111   1068    744    754    267    301    192
198112   1064    741    748    266    300    192
198201   1059    737    745    266    299    190
198202   1053    733    740    266    299    190
198203   1049    726    739    263    298    190
198204   1045    722    735    261    298    188
198205   1041    716    733    261    298    188
198206   1034    713    729    260    295    187
198207   1253    742    679    252    302    203
198208   1249    737    679    250    300    203
198209   1243    734    673    249    299    203
198210   1238    734    667    249    298    203
198211   1234    730    663    249    297    202
198212   1228    727    659    247    296    202
198301   1217    721    651    247    295    200
198302   1209    718    651    247    294    199
198303   1206    712    649    246    294    199
198304   1206    707    647    246    294    199
198305   1201    707    640    246    294    198
198306   1190    705    639    246    293    198
198307   1050    799    598    247    277    212
198308   1047    793    594    247    277    211
198309   1043    791    592    246    276    211
198310   1040    784    591    246    276    210
198311   1038    783    587    246    276    210
198312   1033    781    584    245    273    209
198401   1028    779    578    244    272    209
198402   1018    775    573    244    271    208
198403   1014    773    568    244    271    208
198404   1006    771    566    243    271    208
198405   1004    766    562    243    271    208
198406    997    757    560    243    270    207
198407   1353    741    619    210    288    228
198408   1349    739    615    208    287    228
198409   1345    735    609    207    285    228
198410   1339    730    602    205    283    228
198411   1337    722    599    202    283    225
198412   1331    716    595    202    282    224
198501   1321    710    591    201    280    224
198502   1314    702    586    201    279    223
198503   1305    701    584    201    278    223
198504   1300    697    580    201    278    223
198505   1293    691    573    200    278    222
198506   1280    684    568    198    278    221
198507   1225    836    671    236    302    232
198508   1217    832    668    236    299    232
198509   1211    830    665    233    296    230
198510   1205    825    658    231    296    230
198511   1200    822    649    231    292    230
198512   1191    817    647    230    290    229
198601   1186    814    644    230    287    229
198602   1180    808    644    230    285    229
198603   1171    801    639    228    285    229
198604   1163    797    635    227    283    225
198605   1157    793    631    226    281    225
198606   1147    787    627    225    280    224
198607   1081    818    575    223    282    253
198608   1074    815    569    222    281    252
198609   1067    810    567    220    280    252
198610   1059    807    564    218    279    251
198611   1048    801    562    215    278    250
198612   1039    781    542    213    277    246
198701   1029    776    537    213    276    244
198702   1025    773    537    212    276    242
198703   1021    768    533    212    274    241
198704   1018    759    532    211    272    241
198705   1014    755    530    211    271    241
198706   1010    753    525    209    269    241
198707   1102    798    682    223    285    218
198708   1090    795    679    222    284    218
198709   1084    791    678    220    284    217
198710   1078    785    672    219    282    217
198711   1069    779    668    219    279    217
198712   1064    771    664    219    278    216
198801   1057    768    662    219    278    214
198802   1047    763    657    219    278    214
198803   1040    754    651    219    276    210
198804   1030    752    644    219    276    208
198805   1024    745    634    217    276    208
198806   1014    738    629    215    273    208
198807   1042    843    769    255    290    197
198808   1032    840    757    254    289    197
198809   1020    830    750    254    288    197
198810   1011    827    743    254    286    197
198811   1002    818    738    252    285    197
198812    991    811    730    250    284    194
198901    986    807    724    249    281    194
198902    980    802    719    249    281    194
198903    970    793    717    249    280    194
198904    965    791    711    248    280    192
198905    956    785    704    246    279    192
198906    951    779    695    245    277    191
198907   1111    857    642    228    279    223
198908   1102    852    638    226    277    223
198909   1097    849    633    226    277    223
198910   1089    847    629    225    277    222
198911   1079    841    622    225    277    221
198912   1074    837    621    224    275    221
199001   1067    831    616    222    273    220
199002   1063    828    611    222    273    219
199003   1058    825    608    222    273    218
199004   1052    822    607    222    272    218
199005   1045    819    603    222    272    218
199006   1040    814    598    222    271    217
199007    918    794    787    253    280    196
199008    913    789    785    251    277    196
199009    910    788    782    251    276    194
199010    906    784    777    251    275    194
199011    903    782    773    249    275    194
199012    902    780    771    248    275    194
199101    902    777    767    247    275    194
199102    898    777    767    247    275    194
199103    895    776    766    246    275    194
199104    891    773    764    246    275    194
199105    889    773    762    246    274    194
199106    885    771    760    246    274    194
199107    807    680    929    252    309    187
199108    807    678    925    251    309    187
199109    807    676    923    250    309    187
199110    805    675    921    250    309    187
199111    802    674    917    250    309    187
199112    800    674    916    250    309    186
199201    795    673    913    250    308    185
199202    792    670    910    250    308    185
199203    788    668    907    250    308    185
199204    782    667    904    250    306    185
199205    778    665    899    249    306    185
199206    768    662    893    249    306    183
199207    904    726    821    248    291    220
199208    901    724    817    248    291    220
199209    900    723    815    246    291    220
199210    896    718    811    246    291    218
199211    895    717    806    246    291    218
199212    891    717    803    246    291    218
199301    888    714    800    246    291    217
199302    886    713    796    246    291    217
199303    882    711    792    245    289    217
199304    879    711    791    245    289    217
199305    876    708    788    245    289    217
199306    873    707    785    245    289    217
199307   1040    793    844    270    317    229
199308   1038    790    843    270    317    229
199309   1034    788    840    270    317    229
199310   1033    784    838    270    315    227
199311   1032    781    834    269    315    227
199312   1029    777    826    269    315    227
199401   1025    774    825    268    314    227
199402   1019    772    824    267    314    227
199403   1016    771    821    267    314    226
199404   1011    768    816    267    314    225
199405   1006    764    815    267    314    225
199406   1000    760    811    267    314    225
199407   1169   1010   1181    313    324    246
199408   1166   1004   1171    312    321    246
199409   1157   1001   1164    310    321    244
199410   1154    997   1157    309    319    244
199411   1147    993   1147    309    319    244
199412   1143    987   1137    308    317    244
199501   1139    981   1121    307    317    244
199502   1135    976   1113    305    316    244
199503   1122    973   1106    305    314    242
199504   1116    970   1102    305    312    242
199505   1111    967   1093    303    310    240
199506   1106    962   1087    303    309    240
199507   1299   1064   1215    381    374    238
199508   1295   1058   1208    381    372    238
199509   1290   1054   1201    380    370    236
199510   1281   1049   1192    379    369    236
199511   1274   1045   1185    378    368    234
199512   1266   1044   1170    377    366    231
199601   1258   1036   1150    375    363    228
199602   1249   1032   1138    373    363    226
199603   1238   1027   1129    370    361    226
199604   1229   1021   1119    369    360    223
199605   1217   1014   1113    368    360    222
199606   1205   1009   1109    368    360    222
199607   1334   1180   1103    391    391    233
199608   1324   1175   1093    390    391    232
199609   1319   1168   1085    388    390    232
199610   1313   1161   1076    387    389    232
199611   1303   1154   1073    386    389    232
199612   1291   1148   1066    386    385    230
199701   1287   1142   1052    384    382    228
199702   1278   1135   1047    382    382    227
199703   1271   1125   1035    382    381    226
199704   1260   1117   1032    381    379    226
199705   1250   1114   1025    379    378    224
199706   1234   1106   1017    375    376    221
199707   1365   1184   1077    407    455    216
199708   1352   1170   1072    404    448    215
199709   1343   1163   1067    403    445    214
199710   1337   1151   1059    400    443    211
199711   1326   1140   1051    399    442    209
199712   1307   1119   1039    396    440    209
199801   1298   1110   1028    395    437    209
199802   1289   1100   1020    395    435    207
199803   1278   1081   1016    392    434    206
199804   1266   1067   1006    391    430    205
199805   1250   1061    997    389    427    205
199806   1238   1049    987    387    425    200
199807   1259   1132   1110    425    422    207
199808   1242   1120   1104    420    421    206
199809   1231   1117   1097    414    419    206
199810   1218   1104   1087    411    411    205
199811   1212   1098   1086    410    408    203
199812   1200   1089   1077    409    406    202
199901   1189   1081   1065    404    403    201
199902   1183   1073   1048    404    402    201
199903   1163   1063   1033    402    401    199
199904   1154   1059   1020    398    400    198
199905   1143   1054   1007    395    399    197
199906   1135   1039    995    393    395    194
199907    849   1079   1236    472    393    151
199908    841   1068   1223    470    388    148
199909    830   1060   1209    469    385    148
199910    826   1054   1194    467    377    146
199911    811   1038   1187    462    374    144
199912    804   1024   1170    459    372    143
200001    794   1017   1159    456    368    143
200002    781   1002   1153    454    367    143
200003    766    988   1133    453    365    143
200004    755    975   1125    451    364    142
200005    749    968   1110    451    363    141
200006    741    956   1089    445    360    139
200007    777   1119   1031    517    347    141
200008    774   1110   1025    516    345    140
200009    763   1099   1018    510    342    139
200010    755   1087   1007    507    337    139
200011    750   1075    994    506    335    135
200012    744   1063    987    506    331    133
200101    734   1053    976    505    328    132
200102    725   1044    968    502    325    130
200103    721   1037    959    499    323    129
200104    710   1024    955    496    321    129
200105    701   1013    943    496    320    129
200106    697   1003    934    492    317    129
200107    622    848   1229    403    372    127
200108    616    839   1214    399    368    127
200109    612    837   1202    399    367    126
200110    608    829   1193    399    364    125
200111    603    825   1177    396    362    125
200112    596    819   1165    396    359    123
200201    594    815   1155    394    356    122
200202    589    810   1146    393    356    122
200203    586    804   1133    393    355    121
200204    583    801   1122    393    355    121
200205    580    797   1115    392    355    120
200206    577    794   1102    392    354    120
200207    583    736    942    305    304    160
200208    583    733    938    305    303    159
200209    581    730    935    305    303    158
200210    578    726    930    305    303    158
200211    575    725    925    304    303    157
200212    575    724    920    303    303    157
200301    567    718    913    303    302    157
200302    566    717    912    302    302    157
200303    561    710    905    301    301    157
200304    559    710    901    300    301    156
200305    558    706    894    300    301    156
200306    555    703    892    299    301    156
200307    670    730    875    289    323    167
200308    665    726    869    286    322    167
200309    662    726    863    285    321    167
200310    660    723    857    285    321    167
200311    657    718    850    284    320    166
200312    654    715    842    284    320    166
200401    649    709    834    284    319    166
200402    643    706    828    283    318    166
200403    641    706    823    283    316    166
200404    637    700    814    282    314    166
200405    632    691    808    281    314    166
200406    629    684    801    281    314    166
200407    859    788    624    290    306    199
200408    856    786    618    288    306    199
200409    853    783    612    288    305    198
200410    846    778    609    287    304    197
200411    843    775    603    287    303    197
200412    840    771    599    286    301    197
200501    836    763    589    285    301    197
200502    832    759    585    285    301    197
200503    829    753    580    284    301    194
200504    824    750    575    283    301    194
200505    815    743    572    283    300    194
200506    811    740    569    282    300    192
200507    998    829    594    291    326    220
200508    990    826    591    289    323    216
200509    988    820    588    289    322    216
200510    981    814    587    288    321    215
200511    977    809    587    287    321    214
200512    973    803    581    286    319    213
200601    965    796    580    285    318    211
200602    961    787    578    284    317    210
200603    953    783    576    281    316    208
200604    948    781    572    279    315    205
200605    939    779    568    277    315    204
200606    937    775    565    275    311    204
200607    987    797    635    291    301    207
200608    981    793    632    291    299    206
200609    980    787    627    291    299    206
200610    975    783    620    291    298    204
200611    972    775    615    290    295    201
200612    963    766    610    289    294    199
200701    955    756    604    288    293    198
200702    950    747    598    286    293    198
200703    943    742    595    284    292    197
200704    932    736    590    284    290    197
200705    927    730    584    284    287    197
200706    917    723    577    284    286    197
200707    997    791    578    269    292    217
200708    986    784    574    267    291    216
200709    979    779    569    265    290    215
200710    968    772    567    259    287    214
200711    958    766    564    254    286    212
200712    952    761    559    252    284    211
200801    949    754    555    251    284    211
200802    937    747    552    251    284    211
200803    932    742    550    249    284    211
200804    929    738    546    248    284    210
200805    916    735    545    248    284    210
200806    914    733    541    248    283    209
200807    857    690    657    290    300    176
200808    851    688    654    289    299    175
200809    849    684    653    287    297    173
200810    842    681    646    287    295    173
200811    835    681    640    285    294    172
200812    830    677    634    285    294    170
200901    822    675    633    284    293    168
200902    817    674    632    284    292    168
200903    811    671    629    283    292    168
200904    806    671    624    283    291    168
200905    804    669    623    283    291    168
200906    798    667    622    283    291    168
200907    705    504    491    247    294    155
200908    702    502    490    247    294    155
200909    697    501    488    247    294    155
200910    693    500    484    247    292    153
200911    690    499    476    247    290    152
200912    685    496    475    247    289    152
201001    682    495    473    247    287    151
201002    678    494    472    247    284    151
201003    676    492    467    246    283    149
201004    670    492    464    246    283    147
201005    669    490    463    246    283    147
201006    667    489    463    245    282    146
201007    556    398    519    248    307    148
201008    553    395    515    247    307    148
201009    552    395    514    247    307    147
201010    549    394    512    246    305    147
201011    547    391    508    246    305    145
201012    543    388    505    246    305    145
201101    542    384    503    245    304    145
201102    541    380    500    245    304    144
201103    539    378    496    242    303    144
201104    535    374    488    241    303    143
201105    533    373    480    239    303    143
201106    530    367    478    236    300    143
201107    685    493    598    236    345    189
201108    681    490    598    235    345    189
201109    679    488    594    235    343    187
201110    676    484    590    235    342    186
201111    674    482    586    235    341    184
201112    671    482    583    233    339    184
201201    667    480    579    233    339    183
201202    663    479    578    232    339    182
201203    661    478    572    232    339    180
201204    655    478    567    232    337    180
201205    651    477    563    232    336    179
201206    650    474    554    232    336    178
201207    618    548    590    278    326    200
201208    610    546    588    277    325    200
201209    606    545    584    276    325    200
201210    601    541    579    276    325    200
201211    601    539    577    276    324    200
201212    597    533    573    275    323    200
201301    596    532    569    273    323    200
201302    594    528    566    273    323    200
201303    592    528    565    273    323    199
201304    586    527    560    273    323    199
201305    582    524    559    272    323    198
201306    577    522    555    271    322    198
201307    565    484    618    248    324    204
201308    563    482    614    248    324    204
201309    561    479    613    248    323    203
201310    555    473    611    248    323    202
201311    550    469    605    247    323    202
201312    549    467    602    247    321    201
201401    545    464    600    246    320    201
201402    540    460    594    246    319    201
201403    539    459    592    246    319    201
201404    537    458    588    246    319    201
201405    534    457    586    245    318    201
201406    534    455    582    245    318    201
201407    592    483    502    242    350    211
201408    590    482    501    242    349    210
201409    589    481    500    242    348    210
201410    586    478    498    242    347    210
201411    582    474    497    239    347    210
201412    579    473    493    238    347    210
201501    576    472    491    236    347    210
201502    572    470    488    235    347    209
201503    568    469    487    234    345    209
201504    566    468    486    233    344    209
201505    565    467    486    232    344    207
201506    564    465    485    231    344    205
201507    541    484    525    280    366    196
201508    539    480    523    277    366    196
201509    537    478    521    276    366    196
201510    532    475    519    276    366    195
201511    528    473    519    274    365    195
201512    523    469    517    273    363    195
201601    521    464    514    273    362    194
201602    519    463    512    270    361    193
201603    518    460    509    267    361    192
201604    516    459    508    265    360    191
201605    513    455    502    265    356    191
201606    513    453    497    265    356    190
201607    451    500    472    285    329    173
201608    451    495    471    285    328    172
201609    446    491    467    281    326    172
201610    443    490    467    279    325    172
201611    440    489    467    278    325    172
201612    440    488    465    277    324    170
201701    439    487    463    277    322    170
201702    435    484    463    275    321    170
201703    432    479    461    275    319    170
201704    427    473    458    274    318    170
201705    425    470    455    274    317    170
201706    423    467    450    274    313    170
201707    482    469    399    259    340    184
201708    479    467    396    259    339    184
201709    476    465    395    256    338    182
201710    473    460    388    255    337    182
201711    473    457    385    254    335    182
201712    469    455    378    253    335    182
201801    468    451    376    253    335    182
201802    462    450    374    253    335    181
201803    461    450    372    251    335    179
201804    458    447    369    249    334    179
201805    456    447    368    249    334    179
201806    452    446    367    248    331    179
201807    438    520    376    273    334    174
201808    435    519    375    273    333    174
201809    435    517    375    273    332    174
201810    432    511    374    272    332    171
201811    431    509    374    270    330    170
201812    430    508    370    270    330    168
201901    427    504    369    270    330    168
201902    424    504    368    268    329    167
201903    420    501    368    268    328    166
201904    417    497    367    265    328    166
201905    415    496    367    264    328    166
201906    414    496    366    263    328    166
201907    407    519    407    306    311    179
201908    406    519    404    305    311    178
201909    403    517    403    304    311    177
201910    399    514    402    303    310    177
201911    396    511    399    303    310    176
201912    393    508    396    303    309    174
202001    392    504    394    302    309    174
202002    392    500    392    302    309    174
202003    390    499    391    301    309    174
202004    390    497    389    301    307    173
202005    388    496    387    301    306    173
202006    387    493    383    300    306    172


  Average Firm Size
                        Small                                Big                 
              Low          2         High         Low          2         High    
195107        9.93       13.56       12.98      329.97      228.23      189.75
195108       10.39       14.40       13.69      350.85      247.70      200.97
195109       10.96       15.16       14.27      362.19      259.42      211.35
195110       11.01       15.27       14.34      360.05      257.92      214.35
195111       10.69       15.18       14.03      344.71      254.47      209.16
195112       10.77       15.26       13.98      342.89      253.08      208.43
195201       10.84       15.36       14.01      355.08      264.74      213.03
195202       10.96       15.53       14.07      356.39      271.58      213.28
195203       10.39       15.07       13.88      343.92      258.54      207.09
195204       10.40       15.12       14.11      353.06      272.82      221.51
195205        9.83       14.36       13.41      336.79      254.32      210.70
195206        9.92       14.71       13.56      346.13      261.67      214.81
195207       12.82       15.43       13.38      298.55      270.69      113.19
195208       12.87       15.51       13.53      300.10      274.00      115.27
195209       12.86       15.47       13.45      298.79      268.45      112.77
195210       12.61       15.25       13.23      293.77      261.46      109.40
195211       12.34       14.89       13.05      291.11      261.70      108.93
195212       12.93       15.60       13.74      310.59      271.23      116.92
195301       13.21       15.75       13.89      314.52      281.71      119.61
195302       13.54       16.13       14.48      313.87      278.14      120.16
195303       13.79       16.15       14.67      310.63      275.58      117.99
195304       13.61       15.74       14.46      309.28      268.71      114.00
195305       13.26       15.42       14.39      301.66      260.43      111.68
195306       13.23       15.59       14.42      303.09      259.69      110.28
195307       14.66       14.16       13.53      328.42      231.00      117.30
195308       14.67       14.33       13.80      336.18      238.60      118.85
195309       13.97       13.68       12.96      326.83      224.24      108.89
195310       13.73       13.38       12.88      330.61      223.69      107.80
195311       13.99       13.79       13.45      342.57      236.36      115.47
195312       13.97       14.00       13.45      352.85      239.24      116.52
195401       13.94       13.66       13.17      352.99      239.83      116.68
195402       14.85       14.50       13.92      363.26      255.31      125.80
195403       14.92       14.65       14.06      366.25      258.65      126.62
195404       15.26       14.73       14.35      378.52      268.67      133.14
195405       15.81       14.66       14.68      394.53      282.65      140.98
195406       16.01       15.16       15.42      401.74      288.69      146.28
195407       15.45       15.74       14.80      397.82      281.96      183.65
195408       16.47       16.54       16.09      409.21      299.28      198.13
195409       16.11       16.33       15.87      396.09      290.42      189.74
195410       16.95       17.00       16.51      412.92      317.34      205.71
195411       17.01       16.66       16.42      401.28      312.42      205.60
195412       18.55       17.96       18.07      437.18      333.70      229.74
195501       21.03       19.07       20.10      447.88      350.68      252.94
195502       21.53       19.34       20.39      446.56      354.81      258.00
195503       22.64       19.97       21.72      462.38      357.80      264.90
195504       22.52       19.89       21.63      459.45      355.57      265.79
195505       22.27       20.42       21.80      478.88      366.19      272.27
195506       22.08       20.38       21.77      488.31      365.17      270.58
195507       21.33       20.73       20.11      602.10      272.00      445.36
195508       21.92       20.91       20.26      600.35      279.55      482.98
195509       22.20       20.68       20.38      604.64      277.68      474.68
195510       22.41       20.82       20.09      596.16      272.85      495.19
195511       21.85       20.62       20.05      578.67      267.58      478.84
195512       23.09       21.47       20.71      612.98      283.38      513.48
195601       23.92       21.94       20.96      624.69      288.74      515.83
195602       23.13       21.68       20.43      603.41      284.02      493.29
195603       23.71       21.89       20.96      626.03      294.60      510.04
195604       24.80       22.80       21.63      666.01      319.36      538.21
195605       25.80       22.72       21.94      663.01      322.53      546.75
195606       24.36       21.52       21.08      629.37      305.90      507.38
195607       19.60       25.37       21.86      638.71      444.71      262.89
195608       20.22       26.20       22.79      665.89      467.50      286.44
195609       20.09       25.95       22.77      639.89      449.87      282.76
195610       19.54       25.29       21.90      597.68      429.09      275.58
195611       19.71       25.54       22.22      600.80      429.69      281.28
195612       21.14       25.28       22.56      594.16      428.96      285.59
195701       22.96       26.04       23.18      610.79      446.06      298.14
195702       22.70       26.02       23.38      591.12      428.20      275.19
195703       21.46       25.31       22.61      583.97      418.27      260.36
195704       21.59       25.67       23.09      595.95      427.25      264.94
195705       22.42       26.34       24.01      622.16      449.48      275.31
195706       22.69       26.57       24.22      643.54      467.61      277.75
195707       21.87       25.00       21.89      895.82      302.96      145.31
195708       21.50       24.89       22.06      907.69      304.47      144.89
195709       20.18       24.01       20.81      859.82      289.95      135.89
195710       19.02       23.00       19.78      805.27      275.45      129.79
195711       17.12       21.73       18.48      776.36      265.93      122.93
195712       18.07       21.89       18.70      792.89      271.04      123.47
195801       16.95       21.12       17.78      766.31      261.82      115.55
195802       19.47       22.96       19.72      789.72      275.61      124.84
195803       19.08       22.84       19.56      771.62      272.45      123.00
195804       19.91       23.47       20.27      793.04      281.57      128.60
195805       20.91       24.21       20.62      812.69      292.88      131.93
195806       22.12       24.94       21.21      823.14      299.14      134.20
195807       20.37       22.92       23.17      702.85      392.34      188.36
195808       21.34       24.33       24.61      731.25      405.91      203.13
195809       22.41       24.84       25.49      741.23      409.55      209.00
195810       24.11       26.63       26.96      769.75      431.87      223.93
195811       24.77       27.18       28.26      785.94      443.47      233.76
195812       26.32       28.23       29.42      807.08      453.12      239.73
195901       26.88       29.41       30.24      858.42      470.23      254.09
195902       27.47       30.95       32.11      857.59      475.77      257.61
195903       28.79       32.01       33.39      875.42      465.74      260.62
195904       30.24       32.62       33.94      882.81      465.22      258.67
195905       29.62       34.43       35.32      921.98      482.02      270.03
195906       30.20       34.18       35.32      941.35      487.58      279.99
195907       38.51       38.62       30.42     1052.97      521.82      264.58
195908       39.70       39.76       31.53     1098.44      532.89      274.42
195909       38.20       39.28       31.24     1073.96      530.86      268.04
195910       36.31       37.36       29.81     1019.57      507.69      260.65
195911       37.25       38.16       30.26     1031.15      514.56      267.99
195912       37.80       38.88       30.82     1061.19      514.11      268.28
196001       39.06       40.67       31.07     1095.83      525.17      271.25
196002       36.00       38.57       29.93      998.12      498.60      254.83
196003       36.37       39.01       30.29     1004.63      512.41      252.15
196004       34.43       38.72       29.54      991.83      505.65      248.61
196005       33.42       38.38       29.30      973.62      499.40      245.50
196006       34.66       39.82       29.99     1014.40      510.25      246.08
196007       28.54       35.99       31.78      861.26      576.83      233.49
196008       27.27       34.65       31.33      824.11      575.27      231.71
196009       28.04       35.52       32.18      838.80      595.29      239.77
196010       25.85       32.99       30.21      774.35      569.77      229.39
196011       24.23       31.56       29.29      763.11      572.56      229.43
196012       26.22       32.88       30.50      802.08      591.87      238.30
196101       28.13       34.04       31.38      833.35      625.74      247.79
196102       30.18       36.12       34.59      869.82      669.50      270.45
196103       32.84       38.02       37.35      899.11      685.14      278.53
196104       36.60       39.59       39.07      914.12      709.04      286.78
196105       37.19       40.02       39.39      911.03      715.67      294.25
196106       38.95       41.36       42.01      940.65      720.06      304.51
196107       33.43       39.43       33.82     1058.72      477.61      559.18
196108       34.26       39.55       34.17     1087.18      495.17      579.09
196109       34.20       39.32       34.84     1113.62      507.17      579.63
196110       32.27       37.91       33.79     1098.62      493.50      575.26
196111       32.53       38.51       34.42     1122.83      511.24      591.56
196112       35.08       40.44       35.98     1164.97      530.16      626.21
196201       34.47       40.52       35.70     1160.74      526.52      646.87
196202       33.39       40.17       35.56     1092.42      512.01      645.24
196203       33.32       40.30       36.09     1109.26      523.83      649.12
196204       33.07       40.24       35.64     1102.89      522.63      643.90
196205       30.26       37.00       33.39     1023.95      493.80      611.38
196206       26.54       33.19       30.12      918.23      454.77      576.06
196207       25.97       29.77       27.89      821.26      445.89      482.75
196208       28.28       31.39       29.35      893.40      467.12      501.41
196209       29.32       32.00       30.31      912.19      473.52      506.93
196210       26.73       29.90       28.36      854.56      456.56      489.40
196211       25.20       28.75       27.89      864.54      457.97      485.43
196212       29.21       32.38       31.28      958.43      497.26      535.34
196301       28.19       31.89       31.00      965.91      509.01      546.92
196302       30.26       34.43       33.51     1010.28      534.81      570.12
196303       29.45       33.70       33.06      976.61      521.17      558.68
196304       29.68       33.79       33.75      998.54      542.88      587.67
196305       30.89       34.80       34.84     1046.91      563.75      622.58
196306       32.18       35.78       35.72     1059.66      575.74      623.86
196307       19.80       27.20       21.51      957.38      544.90      654.07
196308       19.55       27.04       21.36      953.64      545.43      659.55
196309       20.64       28.28       22.29     1001.15      568.21      696.47
196310       20.21       28.04       21.80      996.42      555.21      685.42
196311       20.56       28.41       22.22     1034.09      555.98      731.31
196312       19.95       28.12       21.89     1039.84      547.57      691.63
196401       19.97       28.39       21.85     1063.16      561.25      701.43
196402       20.37       29.15       22.54     1096.08      574.17      715.12
196403       20.65       29.80       22.99     1106.84      580.42      732.31
196404       21.31       30.77       24.06     1115.82      593.72      747.23
196405       20.93       30.16       23.77     1105.60      600.19      773.82
196406       21.26       30.45       23.91     1116.37      602.80      792.01
196407       21.66       29.33       23.31     1087.25      713.58      450.60
196408       22.19       30.14       23.74     1095.71      736.86      462.75
196409       21.98       29.97       23.47     1071.37      728.57      461.41
196410       22.56       30.79       24.15     1096.16      751.31      480.14
196411       22.63       31.47       24.55     1096.42      762.69      481.25
196412       22.45       31.45       24.31     1093.79      761.44      481.40
196501       22.63       31.25       23.94     1105.62      760.56      476.36
196502       24.04       33.21       25.37     1156.71      778.01      489.03
196503       25.07       34.44       26.22     1164.71      769.40      491.48
196504       25.53       34.27       26.44     1146.21      760.03      485.81
196505       26.24       36.28       27.60     1187.31      785.67      497.49
196506       26.25       36.17       27.39     1189.51      771.90      491.40
196507       23.12       26.58       25.12     1187.39      605.23      391.59
196508       23.73       27.34       25.94     1198.43      617.13      403.42
196509       25.43       28.80       26.97     1223.00      633.30      415.65
196510       26.65       30.18       27.97     1261.25      652.40      431.68
196511       28.52       31.66       29.81     1282.16      674.78      456.96
196512       29.45       33.62       31.24     1273.06      666.59      457.07
196601       31.22       34.38       32.39     1281.50      671.21      471.20
196602       33.23       36.18       34.52     1276.55      676.81      491.01
196603       34.80       36.97       35.58     1258.56      659.01      485.90
196604       34.48       35.83       34.70     1234.99      641.66      473.80
196605       36.58       38.42       36.02     1271.40      644.82      481.53
196606       32.37       34.59       32.31     1212.96      606.42      448.37
196607       26.99       35.84       30.27      906.65      862.39      427.42
196608       26.41       34.99       29.92      890.61      856.53      420.38
196609       23.40       31.44       26.64      822.56      789.21      385.87
196610       22.87       30.76       26.30      807.72      794.53      378.68
196611       21.97       30.37       26.29      835.69      841.62      395.95
196612       23.89       31.21       26.97      877.10      818.66      394.03
